created_at,entry_id,field1,field2,latitude,longitude,elevation,status
2021-03-16 02:44:56 MDT,207,-1.70000,70.00000,,,,
2021-03-16 02:49:56 MDT,208,-0.50000,71.00000,,,,
2021-03-16 02:54:57 MDT,209,-1.50000,70.00000,,,,
2021-03-16 02:59:57 MDT,210,-1.20000,70.00000,,,,
2021-03-16 03:04:57 MDT,211,-2.90000,70.00000,,,,
2021-03-16 03:09:58 MDT,212,-1.30000,70.00000,,,,
2021-03-16 03:14:58 MDT,213,-1.90000,71.00000,,,,
2021-03-16 03:19:58 MDT,214,-2.90000,70.00000,,,,
2021-03-16 03:24:59 MDT,215,-1.10000,71.00000,,,,
2021-03-16 03:29:59 MDT,216,-1.30000,71.00000,,,,
2021-03-16 03:34:59 MDT,217,-2.90000,70.00000,,,,
2021-03-16 03:40:00 MDT,218,-4.00000,71.00000,,,,
2021-03-16 03:45:00 MDT,219,-2.80000,71.00000,,,,
2021-03-16 03:50:01 MDT,220,-2.70000,71.00000,,,,
2021-03-16 03:55:02 MDT,221,-2.80000,70.00000,,,,
2021-03-16 04:00:04 MDT,222,-2.80000,71.00000,,,,
2021-03-16 04:05:05 MDT,223,-2.90000,71.00000,,,,
2021-03-16 04:10:05 MDT,224,-4.00000,70.00000,,,,
2021-03-16 04:15:05 MDT,225,-2.20000,71.00000,,,,
2021-03-16 04:20:06 MDT,226,-2.10000,71.00000,,,,
2021-03-16 04:25:06 MDT,227,-2.10000,70.00000,,,,
2021-03-16 04:30:07 MDT,228,-2.10000,71.00000,,,,
2021-03-16 04:35:07 MDT,229,-2.20000,70.00000,,,,
2021-03-16 04:40:07 MDT,230,-2.50000,70.00000,,,,
2021-03-16 04:45:08 MDT,231,-2.10000,71.00000,,,,
2021-03-16 04:50:08 MDT,232,-3.70000,70.00000,,,,
2021-03-16 04:55:09 MDT,233,-1.40000,70.00000,,,,
2021-03-16 05:00:09 MDT,234,-4.00000,70.00000,,,,
2021-03-16 05:05:09 MDT,235,-2.70000,71.00000,,,,
2021-03-16 05:10:10 MDT,236,-2.50000,72.00000,,,,
2021-03-16 05:15:10 MDT,237,-2.70000,72.00000,,,,
2021-03-16 05:20:10 MDT,238,-3.70000,71.00000,,,,
2021-03-16 05:25:11 MDT,239,-4.00000,71.00000,,,,
2021-03-16 05:30:11 MDT,240,-2.10000,70.00000,,,,
2021-03-16 05:35:12 MDT,241,-2.50000,70.00000,,,,
2021-03-16 05:40:12 MDT,242,-2.50000,71.00000,,,,
2021-03-16 05:45:12 MDT,243,-2.40000,71.00000,,,,
2021-03-16 05:50:13 MDT,244,-3.90000,70.00000,,,,
2021-03-16 05:55:13 MDT,245,-3.70000,70.00000,,,,
2021-03-16 06:00:13 MDT,246,-3.70000,71.00000,,,,
2021-03-16 06:05:14 MDT,247,-3.70000,71.00000,,,,
2021-03-16 06:10:14 MDT,248,-3.30000,70.00000,,,,
2021-03-16 06:15:15 MDT,249,-3.70000,70.00000,,,,
2021-03-16 06:20:15 MDT,250,-4.60000,71.00000,,,,
2021-03-16 06:25:15 MDT,251,-4.90000,70.00000,,,,
2021-03-16 06:30:16 MDT,252,-3.40000,70.00000,,,,
2021-03-16 06:35:16 MDT,253,-3.60000,71.00000,,,,
2021-03-16 06:40:16 MDT,254,-3.70000,71.00000,,,,
2021-03-16 06:45:17 MDT,255,-4.60000,71.00000,,,,
2021-03-16 06:50:17 MDT,256,-3.30000,71.00000,,,,
2021-03-16 06:55:17 MDT,257,-3.20000,71.00000,,,,
2021-03-16 07:00:18 MDT,258,-4.90000,71.00000,,,,
2021-03-16 07:05:18 MDT,259,-4.20000,70.00000,,,,
2021-03-16 07:10:19 MDT,260,-4.60000,71.00000,,,,
2021-03-16 07:15:19 MDT,261,-4.70000,71.00000,,,,
2021-03-16 07:20:19 MDT,262,-4.90000,70.00000,,,,
2021-03-16 07:25:20 MDT,263,-4.60000,71.00000,,,,
2021-03-16 07:30:20 MDT,264,-4.60000,71.00000,,,,
2021-03-16 07:35:20 MDT,265,-4.60000,70.00000,,,,
2021-03-16 07:40:21 MDT,266,-4.90000,70.00000,,,,
2021-03-16 07:45:21 MDT,267,-6.00000,71.00000,,,,
2021-03-16 07:50:21 MDT,268,-3.10000,72.00000,,,,
2021-03-16 07:55:22 MDT,269,-4.60000,71.00000,,,,
2021-03-16 08:00:22 MDT,270,-4.10000,70.00000,,,,
2021-03-16 08:05:23 MDT,271,-4.60000,71.00000,,,,
2021-03-16 08:10:23 MDT,272,-6.00000,72.00000,,,,
2021-03-16 08:15:23 MDT,273,-4.50000,71.00000,,,,
2021-03-16 08:20:24 MDT,274,-4.80000,71.00000,,,,
2021-03-16 09:01:22 MDT,275,23.80000,32.00000,,,,
2021-03-16 09:06:23 MDT,276,23.60000,31.00000,,,,
2021-03-16 09:11:23 MDT,277,8.70000,18.00000,,,,
2021-03-16 09:16:24 MDT,278,4.40000,26.00000,,,,
2021-03-16 09:21:24 MDT,279,2.60000,38.00000,,,,
2021-03-16 09:26:24 MDT,280,1.90000,42.00000,,,,
2021-03-16 09:31:25 MDT,281,1.80000,45.00000,,,,
2021-03-16 09:36:25 MDT,282,1.30000,49.00000,,,,
2021-03-16 09:41:25 MDT,283,1.80000,51.00000,,,,
2021-03-16 09:46:26 MDT,284,1.30000,53.00000,,,,
2021-03-16 09:51:26 MDT,285,1.30000,54.00000,,,,
2021-03-16 09:56:27 MDT,286,1.80000,55.00000,,,,
2021-03-16 10:01:27 MDT,287,2.50000,54.00000,,,,
2021-03-16 10:06:27 MDT,288,2.40000,55.00000,,,,
2021-03-16 10:11:28 MDT,289,2.80000,56.00000,,,,
2021-03-16 10:16:28 MDT,290,3.30000,56.00000,,,,
2021-03-16 10:21:28 MDT,291,2.90000,56.00000,,,,
2021-03-16 10:26:29 MDT,292,4.00000,57.00000,,,,
2021-03-16 10:31:29 MDT,293,4.50000,57.00000,,,,
2021-03-16 10:36:30 MDT,294,5.10000,57.00000,,,,
2021-03-16 10:41:30 MDT,295,5.30000,57.00000,,,,
2021-03-16 10:46:30 MDT,296,6.70000,56.00000,,,,
2021-03-16 10:51:31 MDT,297,6.80000,55.00000,,,,
2021-03-16 10:56:31 MDT,298,8.40000,55.00000,,,,
2021-03-16 11:01:32 MDT,299,9.80000,52.00000,,,,
2021-03-16 11:06:32 MDT,300,9.70000,51.00000,,,,
2021-03-16 11:11:32 MDT,301,12.10000,47.00000,,,,
2021-03-16 11:16:33 MDT,302,12.40000,45.00000,,,,
2021-03-16 11:21:33 MDT,303,12.10000,44.00000,,,,
2021-03-16 11:26:33 MDT,304,11.80000,41.00000,,,,
2021-03-16 11:31:34 MDT,305,13.10000,40.00000,,,,
2021-03-16 11:36:37 MDT,306,14.40000,40.00000,,,,
2021-03-16 11:41:37 MDT,307,14.70000,39.00000,,,,
2021-03-16 11:46:38 MDT,308,16.30000,37.00000,,,,
2021-03-16 11:51:38 MDT,309,16.70000,37.00000,,,,
2021-03-16 11:56:39 MDT,310,17.10000,34.00000,,,,
2021-03-16 12:01:39 MDT,311,17.80000,33.00000,,,,
2021-03-16 12:06:39 MDT,312,17.30000,28.00000,,,,
2021-03-16 12:11:40 MDT,313,17.50000,27.00000,,,,
2021-03-16 12:16:40 MDT,314,17.30000,27.00000,,,,
2021-03-16 12:21:40 MDT,315,18.40000,25.00000,,,,
2021-03-16 12:26:41 MDT,316,17.30000,23.00000,,,,
2021-03-16 12:31:41 MDT,317,18.40000,21.00000,,,,
2021-03-16 12:36:41 MDT,318,18.60000,21.00000,,,,
2021-03-16 12:41:42 MDT,319,17.30000,18.00000,,,,
2021-03-16 12:46:42 MDT,320,17.30000,19.00000,,,,
2021-03-16 12:51:43 MDT,321,17.50000,19.00000,,,,
2021-03-16 12:56:43 MDT,322,17.10000,17.00000,,,,
2021-03-16 13:01:43 MDT,323,18.80000,19.00000,,,,
2021-03-16 13:06:44 MDT,324,19.60000,20.00000,,,,
2021-03-16 13:11:44 MDT,325,20.20000,20.00000,,,,
2021-03-16 13:16:44 MDT,326,22.20000,18.00000,,,,
2021-03-16 13:21:45 MDT,327,23.10000,24.00000,,,,
2021-03-16 13:26:45 MDT,328,24.00000,15.00000,,,,
2021-03-16 13:31:46 MDT,329,22.00000,15.00000,,,,
2021-03-16 13:36:46 MDT,330,21.10000,15.00000,,,,
2021-03-16 13:41:46 MDT,331,20.40000,16.00000,,,,
2021-03-16 13:46:47 MDT,332,21.50000,15.00000,,,,
2021-03-16 13:51:47 MDT,333,21.80000,15.00000,,,,
2021-03-16 13:56:47 MDT,334,21.30000,15.00000,,,,
2021-03-16 14:01:48 MDT,335,20.90000,16.00000,,,,
2021-03-16 14:06:48 MDT,336,22.00000,15.00000,,,,
2021-03-16 14:11:49 MDT,337,23.40000,15.00000,,,,
2021-03-16 14:16:49 MDT,338,22.70000,15.00000,,,,
2021-03-16 14:21:49 MDT,339,22.00000,15.00000,,,,
2021-03-16 14:26:50 MDT,340,23.40000,15.00000,,,,
2021-03-16 14:31:50 MDT,341,22.90000,15.00000,,,,
2021-03-16 14:36:50 MDT,342,22.90000,15.00000,,,,
2021-03-16 14:41:51 MDT,343,23.10000,15.00000,,,,
2021-03-16 14:46:51 MDT,344,22.90000,15.00000,,,,
2021-03-16 14:51:52 MDT,345,22.00000,15.00000,,,,
2021-03-16 14:56:52 MDT,346,21.80000,15.00000,,,,
2021-03-16 15:01:52 MDT,347,22.00000,15.00000,,,,
2021-03-16 15:06:53 MDT,348,21.10000,15.00000,,,,
2021-03-16 15:11:53 MDT,349,22.50000,15.00000,,,,
2021-03-16 15:16:53 MDT,350,22.00000,15.00000,,,,
2021-03-16 15:21:54 MDT,351,22.20000,15.00000,,,,
2021-03-16 15:26:54 MDT,352,22.70000,15.00000,,,,
2021-03-16 15:31:55 MDT,353,22.00000,15.00000,,,,
2021-03-16 15:36:56 MDT,354,21.30000,15.00000,,,,
2021-03-16 15:41:57 MDT,355,21.80000,15.00000,,,,
2021-03-16 15:46:57 MDT,356,21.80000,15.00000,,,,
2021-03-16 15:51:57 MDT,357,21.30000,15.00000,,,,
2021-03-16 15:56:58 MDT,358,21.30000,15.00000,,,,
2021-03-16 16:01:58 MDT,359,21.10000,15.00000,,,,
2021-03-16 16:06:59 MDT,360,21.10000,15.00000,,,,
2021-03-16 16:11:59 MDT,361,19.20000,16.00000,,,,
2021-03-16 16:16:59 MDT,362,20.20000,16.00000,,,,
2021-03-16 16:22:00 MDT,363,20.90000,16.00000,,,,
2021-03-16 16:27:00 MDT,364,20.20000,16.00000,,,,
2021-03-16 16:32:01 MDT,365,19.60000,16.00000,,,,
2021-03-16 16:37:01 MDT,366,19.20000,16.00000,,,,
2021-03-16 16:42:01 MDT,367,18.00000,16.00000,,,,
2021-03-16 16:47:02 MDT,368,18.80000,16.00000,,,,
2021-03-16 16:52:03 MDT,369,18.80000,16.00000,,,,
2021-03-16 16:57:03 MDT,370,18.80000,16.00000,,,,
2021-03-16 17:02:03 MDT,371,18.40000,16.00000,,,,
2021-03-16 17:07:04 MDT,372,18.40000,16.00000,,,,
2021-03-16 17:12:04 MDT,373,17.60000,16.00000,,,,
2021-03-16 17:17:04 MDT,374,17.30000,16.00000,,,,
2021-03-16 17:22:05 MDT,375,17.60000,16.00000,,,,
2021-03-16 17:27:05 MDT,376,17.60000,16.00000,,,,
2021-03-16 17:32:06 MDT,377,18.40000,16.00000,,,,
2021-03-16 17:37:06 MDT,378,17.60000,16.00000,,,,
2021-03-16 17:42:06 MDT,379,16.50000,16.00000,,,,
2021-03-16 17:47:07 MDT,380,17.30000,16.00000,,,,
2021-03-16 17:52:07 MDT,381,15.70000,17.00000,,,,
2021-03-16 17:57:08 MDT,382,16.10000,16.00000,,,,
2021-03-16 18:02:08 MDT,383,15.50000,17.00000,,,,
2021-03-16 18:07:08 MDT,384,14.70000,17.00000,,,,
2021-03-16 18:12:09 MDT,385,13.70000,17.00000,,,,
2021-03-16 18:17:09 MDT,386,13.80000,17.00000,,,,
2021-03-16 18:22:10 MDT,387,13.80000,17.00000,,,,
2021-03-16 18:27:10 MDT,388,13.80000,17.00000,,,,
2021-03-16 18:32:10 MDT,389,13.70000,17.00000,,,,
2021-03-16 18:37:11 MDT,390,13.70000,17.00000,,,,
2021-03-16 18:42:11 MDT,391,14.00000,17.00000,,,,
2021-03-16 18:47:11 MDT,392,13.10000,17.00000,,,,
2021-03-16 18:52:12 MDT,393,13.10000,17.00000,,,,
2021-03-16 18:57:12 MDT,394,13.70000,17.00000,,,,
